,Datetime,Store,Dept,Weekly_Sales
125886,2012-09-21,13,79,49643.36
125887,2012-09-28,13,79,48935.21
125888,2012-10-05,13,79,59570.85
125889,2012-10-12,13,79,50835.66
125890,2012-10-19,13,79,51108.0
125891,2012-10-26,13,79,49904.89
126005,2012-04-06,13,80,20309.14
126006,2012-04-13,13,80,19484.64
126007,2012-04-20,13,80,19821.42
126008,2012-04-27,13,80,20283.12
126009,2012-05-04,13,80,19686.2
126010,2012-05-11,13,80,20742.89
126011,2012-05-18,13,80,22222.72
126012,2012-05-25,13,80,19593.05
126013,2012-06-01,13,80,19995.27
126014,2012-06-08,13,80,21979.67
126015,2012-06-15,13,80,22413.33
126016,2012-06-22,13,80,21326.99
126017,2012-06-29,13,80,19936.72
126018,2012-07-06,13,80,22104.66
126019,2012-07-13,13,80,21116.41
126020,2012-07-20,13,80,21623.91
126021,2012-07-27,13,80,19529.64
126022,2012-08-03,13,80,19029.83
126023,2012-08-10,13,80,20425.19
126024,2012-08-17,13,80,21488.38
126025,2012-08-24,13,80,19324.8
126026,2012-08-31,13,80,19539.04
126027,2012-09-07,13,80,19971.83
126028,2012-09-14,13,80,18651.53
126029,2012-09-21,13,80,19254.67
126030,2012-09-28,13,80,17869.6
126031,2012-10-05,13,80,18907.9
126032,2012-10-12,13,80,19342.99
126033,2012-10-19,13,80,19456.14
126034,2012-10-26,13,80,18743.54
126148,2012-04-06,13,81,36675.39
126149,2012-04-13,13,81,32454.06
126150,2012-04-20,13,81,34873.36
126151,2012-04-27,13,81,34657.77
126152,2012-05-04,13,81,35378.61
126153,2012-05-11,13,81,38151.22
126154,2012-05-18,13,81,37688.8
126155,2012-05-25,13,81,37957.26
126156,2012-06-01,13,81,36808.97
126157,2012-06-08,13,81,38567.67
126158,2012-06-15,13,81,38903.69
126159,2012-06-22,13,81,36273.67
126160,2012-06-29,13,81,36011.99
126161,2012-07-06,13,81,39255.1
126162,2012-07-13,13,81,36167.93
126163,2012-07-20,13,81,37509.98
126164,2012-07-27,13,81,34546.29
126165,2012-08-03,13,81,36041.93
126166,2012-08-10,13,81,35448.61
126167,2012-08-17,13,81,36184.79
126168,2012-08-24,13,81,35472.11
126169,2012-08-31,13,81,36696.06
126170,2012-09-07,13,81,38260.74
126171,2012-09-14,13,81,34664.71
126172,2012-09-21,13,81,36095.41
126173,2012-09-28,13,81,33283.19
126174,2012-10-05,13,81,34276.77
126175,2012-10-12,13,81,33507.23
126176,2012-10-19,13,81,33494.37
126177,2012-10-26,13,81,32497.21
126291,2012-04-06,13,82,35903.0
126292,2012-04-13,13,82,30166.48
126293,2012-04-20,13,82,28676.6
126294,2012-04-27,13,82,29578.99
126295,2012-05-04,13,82,29691.52
126296,2012-05-11,13,82,32908.47
126297,2012-05-18,13,82,35945.6
126298,2012-05-25,13,82,33179.34
126299,2012-06-01,13,82,34748.61
126300,2012-06-08,13,82,33369.54
126301,2012-06-15,13,82,37280.68
126302,2012-06-22,13,82,38426.21
126303,2012-06-29,13,82,33740.73
126304,2012-07-06,13,82,35510.33
126305,2012-07-13,13,82,32206.38
126306,2012-07-20,13,82,33136.48
126307,2012-07-27,13,82,31822.57
126308,2012-08-03,13,82,32144.5
126309,2012-08-10,13,82,34148.15
126310,2012-08-17,13,82,31979.06
126311,2012-08-24,13,82,32560.5
126312,2012-08-31,13,82,33615.2
126313,2012-09-07,13,82,35068.32
126314,2012-09-14,13,82,29904.49
126315,2012-09-21,13,82,29849.31
126316,2012-09-28,13,82,28406.16
126317,2012-10-05,13,82,32186.47
126318,2012-10-12,13,82,32425.1
126319,2012-10-19,13,82,31664.75
126320,2012-10-26,13,82,31526.31
126434,2012-04-06,13,83,6098.28
126435,2012-04-13,13,83,5044.21
126436,2012-04-20,13,83,5386.8
126437,2012-04-27,13,83,4532.97
126438,2012-05-04,13,83,4862.25
126439,2012-05-11,13,83,5158.97
126440,2012-05-18,13,83,5223.82
126441,2012-05-25,13,83,4611.12
126442,2012-06-01,13,83,4360.46
126443,2012-06-08,13,83,5194.39
126444,2012-06-15,13,83,5223.3
126445,2012-06-22,13,83,5146.51
126446,2012-06-29,13,83,4973.42
126447,2012-07-06,13,83,5522.94
126448,2012-07-13,13,83,5098.34
126449,2012-07-20,13,83,5366.35
126450,2012-07-27,13,83,4352.08
126451,2012-08-03,13,83,4251.24
126452,2012-08-10,13,83,4553.7
126453,2012-08-17,13,83,5335.21
126454,2012-08-24,13,83,4344.14
126455,2012-08-31,13,83,4148.89
126456,2012-09-07,13,83,4481.5
126457,2012-09-14,13,83,4301.69
126458,2012-09-21,13,83,4782.19
126459,2012-09-28,13,83,4000.4
126460,2012-10-05,13,83,3908.08
126461,2012-10-12,13,83,4149.66
126462,2012-10-19,13,83,4454.05
126463,2012-10-26,13,83,3955.55
126577,2012-04-06,13,85,3161.43
126578,2012-04-13,13,85,4076.35
126579,2012-04-20,13,85,4161.27
126580,2012-04-27,13,85,3580.93
126581,2012-05-04,13,85,4459.66
126582,2012-05-11,13,85,6014.72
126583,2012-05-18,13,85,6016.49
126584,2012-05-25,13,85,5706.14
126585,2012-06-01,13,85,5616.65
126586,2012-06-08,13,85,4181.97
126587,2012-06-15,13,85,4047.45
126588,2012-06-22,13,85,4332.25
126589,2012-06-29,13,85,3935.73
126590,2012-07-06,13,85,3764.22
126591,2012-07-13,13,85,4358.73
126592,2012-07-20,13,85,4390.31
126593,2012-07-27,13,85,3403.12
126594,2012-08-03,13,85,4820.51
126595,2012-08-10,13,85,4476.37
126596,2012-08-17,13,85,3472.29
126597,2012-08-24,13,85,3723.39
126598,2012-08-31,13,85,3221.17
126599,2012-09-07,13,85,3587.74
126600,2012-09-14,13,85,3857.88
126601,2012-09-21,13,85,4222.89
126602,2012-09-28,13,85,3928.07
126603,2012-10-05,13,85,4477.54
126604,2012-10-12,13,85,3903.85
126605,2012-10-19,13,85,4582.07
126606,2012-10-26,13,85,4671.35
126720,2012-04-06,13,87,17958.51
126721,2012-04-13,13,87,16702.84
126722,2012-04-20,13,87,15625.67
126723,2012-04-27,13,87,14644.66
126724,2012-05-04,13,87,17871.3
126725,2012-05-11,13,87,14803.42
126726,2012-05-18,13,87,14825.14
126727,2012-05-25,13,87,16267.9
126728,2012-06-01,13,87,16096.31
126729,2012-06-08,13,87,20067.99
126730,2012-06-15,13,87,19984.6
126731,2012-06-22,13,87,18357.33
126732,2012-06-29,13,87,17168.97
126733,2012-07-06,13,87,16567.66
126734,2012-07-13,13,87,16376.79
126735,2012-07-20,13,87,17785.88
126736,2012-07-27,13,87,17983.79
126737,2012-08-03,13,87,19342.02
126738,2012-08-10,13,87,19293.6
126739,2012-08-17,13,87,19587.93
126740,2012-08-24,13,87,19525.62
126741,2012-08-31,13,87,18901.66
126742,2012-09-07,13,87,20160.5
126743,2012-09-14,13,87,18466.65
126744,2012-09-21,13,87,18154.52
126745,2012-09-28,13,87,19196.33
126746,2012-10-05,13,87,20950.3
126747,2012-10-12,13,87,19581.51
126748,2012-10-19,13,87,18904.97
126749,2012-10-26,13,87,19042.89
126863,2012-04-06,13,90,134449.91
126864,2012-04-13,13,90,121511.57
126865,2012-04-20,13,90,120707.75
126866,2012-04-27,13,90,116738.86
126867,2012-05-04,13,90,117007.01
126868,2012-05-11,13,90,121281.6
126869,2012-05-18,13,90,121664.89
126870,2012-05-25,13,90,116891.9
126871,2012-06-01,13,90,111987.78
126872,2012-06-08,13,90,120491.7
126873,2012-06-15,13,90,122102.95
126874,2012-06-22,13,90,113578.41
126875,2012-06-29,13,90,113293.12
126876,2012-07-06,13,90,120024.63
126877,2012-07-13,13,90,115543.32
126878,2012-07-20,13,90,121651.3
126879,2012-07-27,13,90,111635.67
126880,2012-08-03,13,90,118880.78
126881,2012-08-10,13,90,117598.61
126882,2012-08-17,13,90,126591.48
126883,2012-08-24,13,90,118548.58
126884,2012-08-31,13,90,120221.14
126885,2012-09-07,13,90,126632.77
126886,2012-09-14,13,90,121946.64
126887,2012-09-21,13,90,124686.64
126888,2012-09-28,13,90,120890.02
126889,2012-10-05,13,90,130632.28
126890,2012-10-12,13,90,129858.28
126891,2012-10-19,13,90,130456.3
126892,2012-10-26,13,90,128116.96
127006,2012-04-06,13,91,88118.94
127007,2012-04-13,13,91,80651.48
127008,2012-04-20,13,91,86477.42
127009,2012-04-27,13,91,80370.0
127010,2012-05-04,13,91,80372.04
127011,2012-05-11,13,91,88827.88
127012,2012-05-18,13,91,87197.91
127013,2012-05-25,13,91,80073.03
127014,2012-06-01,13,91,77690.15
127015,2012-06-08,13,91,90325.81
127016,2012-06-15,13,91,87641.3
127017,2012-06-22,13,91,82369.47
127018,2012-06-29,13,91,81526.14
127019,2012-07-06,13,91,84689.08
127020,2012-07-13,13,91,84959.21
127021,2012-07-20,13,91,86849.83
127022,2012-07-27,13,91,78806.46
127023,2012-08-03,13,91,81787.87
127024,2012-08-10,13,91,83126.75
127025,2012-08-17,13,91,90456.81
127026,2012-08-24,13,91,80110.03
127027,2012-08-31,13,91,78322.8
127028,2012-09-07,13,91,83977.26
127029,2012-09-14,13,91,83100.25
127030,2012-09-21,13,91,84727.79
127031,2012-09-28,13,91,78123.05
127032,2012-10-05,13,91,83424.44
127033,2012-10-12,13,91,84162.87
127034,2012-10-19,13,91,86687.87
127035,2012-10-26,13,91,80238.08
127149,2012-04-06,13,92,181895.06
127150,2012-04-13,13,92,169090.96
127151,2012-04-20,13,92,181183.91
127152,2012-04-27,13,92,161420.41
127153,2012-05-04,13,92,168438.89
127154,2012-05-11,13,92,176345.99
127155,2012-05-18,13,92,169415.63
127156,2012-05-25,13,92,164272.38
127157,2012-06-01,13,92,160737.31
127158,2012-06-08,13,92,179696.5
127159,2012-06-15,13,92,183228.69
127160,2012-06-22,13,92,164442.14
127161,2012-06-29,13,92,162573.23
127162,2012-07-06,13,92,175273.27
127163,2012-07-13,13,92,169695.57
127164,2012-07-20,13,92,179823.4
127165,2012-07-27,13,92,160703.97
127166,2012-08-03,13,92,171598.2
127167,2012-08-10,13,92,171785.37
127168,2012-08-17,13,92,182031.93
127169,2012-08-24,13,92,168512.87
127170,2012-08-31,13,92,167187.38
127171,2012-09-07,13,92,182296.84
127172,2012-09-14,13,92,176190.23
127173,2012-09-21,13,92,179575.44
127174,2012-09-28,13,92,169014.0
127175,2012-10-05,13,92,181471.61
127176,2012-10-12,13,92,184760.29
127177,2012-10-19,13,92,184451.36
127178,2012-10-26,13,92,183483.92
127292,2012-04-06,13,93,61697.23
127293,2012-04-13,13,93,54785.29
127294,2012-04-20,13,93,55087.75
127295,2012-04-27,13,93,49197.64
127296,2012-05-04,13,93,50503.56
127297,2012-05-11,13,93,57294.49
127298,2012-05-18,13,93,57076.71
127299,2012-05-25,13,93,55174.88
127300,2012-06-01,13,93,56103.75
127301,2012-06-08,13,93,56713.43
127302,2012-06-15,13,93,60256.07
127303,2012-06-22,13,93,55090.05
127304,2012-06-29,13,93,51960.61
127305,2012-07-06,13,93,64881.34
127306,2012-07-13,13,93,52963.19
127307,2012-07-20,13,93,58680.07
127308,2012-07-27,13,93,49074.84
127309,2012-08-03,13,93,52254.88
127310,2012-08-10,13,93,52372.35
127311,2012-08-17,13,93,57423.49
127312,2012-08-24,13,93,51071.39
127313,2012-08-31,13,93,51846.73
127314,2012-09-07,13,93,57337.96
127315,2012-09-14,13,93,53264.05
127316,2012-09-21,13,93,53501.57
127317,2012-09-28,13,93,48095.85
127318,2012-10-05,13,93,54069.81
127319,2012-10-12,13,93,52631.16
127320,2012-10-19,13,93,55151.64
127321,2012-10-26,13,93,49032.14
127435,2012-04-06,13,94,79843.87
127436,2012-04-13,13,94,80368.71
127437,2012-04-20,13,94,80023.76
127438,2012-04-27,13,94,79554.86
127439,2012-05-04,13,94,78806.39
127440,2012-05-11,13,94,84283.99
127441,2012-05-18,13,94,101009.79
127442,2012-05-25,13,94,83907.63
127443,2012-06-01,13,94,84861.2
127444,2012-06-08,13,94,89400.29
127445,2012-06-15,13,94,88382.8
127446,2012-06-22,13,94,88849.15
127447,2012-06-29,13,94,88886.07
127448,2012-07-06,13,94,99479.52
127449,2012-07-13,13,94,90207.81
127450,2012-07-20,13,94,94163.4
127451,2012-07-27,13,94,87293.36
127452,2012-08-03,13,94,86449.83
127453,2012-08-10,13,94,85761.29
127454,2012-08-17,13,94,85625.28
127455,2012-08-24,13,94,77292.63
127456,2012-08-31,13,94,76190.91
127457,2012-09-07,13,94,76510.13
127458,2012-09-14,13,94,72850.74
127459,2012-09-21,13,94,75836.01
127460,2012-09-28,13,94,74522.2
127461,2012-10-05,13,94,76432.82
127462,2012-10-12,13,94,77522.15
127463,2012-10-19,13,94,75983.09
127464,2012-10-26,13,94,75470.79
127578,2012-04-06,13,95,144294.97
127579,2012-04-13,13,95,133299.8
127580,2012-04-20,13,95,143214.32
127581,2012-04-27,13,95,143472.94
127582,2012-05-04,13,95,147328.61
127583,2012-05-11,13,95,154801.89
127584,2012-05-18,13,95,156422.96
127585,2012-05-25,13,95,157554.74
127586,2012-06-01,13,95,150315.52
127587,2012-06-08,13,95,161545.18
127588,2012-06-15,13,95,164625.75
127589,2012-06-22,13,95,159097.45
127590,2012-06-29,13,95,160828.21
127591,2012-07-06,13,95,178572.1
127592,2012-07-13,13,95,157077.34
127593,2012-07-20,13,95,161026.4
127594,2012-07-27,13,95,149193.75
127595,2012-08-03,13,95,155704.45
127596,2012-08-10,13,95,157892.86
127597,2012-08-17,13,95,159904.77
127598,2012-08-24,13,95,148855.22
127599,2012-08-31,13,95,152271.8
127600,2012-09-07,13,95,153517.31
127601,2012-09-14,13,95,140257.94
127602,2012-09-21,13,95,144488.89
127603,2012-09-28,13,95,134396.52
127604,2012-10-05,13,95,140831.65
127605,2012-10-12,13,95,135555.41
127606,2012-10-19,13,95,137768.88
127607,2012-10-26,13,95,127416.33
127721,2012-04-06,13,96,10002.78
127722,2012-04-13,13,96,8513.52
127723,2012-04-20,13,96,8558.24
127724,2012-04-27,13,96,10283.3
127725,2012-05-04,13,96,8751.22
127726,2012-05-11,13,96,9329.13
127727,2012-05-18,13,96,9495.97
127728,2012-05-25,13,96,11118.72
127729,2012-06-01,13,96,10325.54
127730,2012-06-08,13,96,9409.99
127731,2012-06-15,13,96,9920.27
127732,2012-06-22,13,96,11752.18
127733,2012-06-29,13,96,11141.71
127734,2012-07-06,13,96,14332.19
127735,2012-07-13,13,96,10158.76
127736,2012-07-20,13,96,10261.34
127737,2012-07-27,13,96,11150.33
127738,2012-08-03,13,96,9966.23
127739,2012-08-10,13,96,11012.27
127740,2012-08-17,13,96,11059.26
127741,2012-08-24,13,96,10060.1
127742,2012-08-31,13,96,10515.81
127743,2012-09-07,13,96,11098.15
127744,2012-09-14,13,96,9104.09
127745,2012-09-21,13,96,10082.15
127746,2012-09-28,13,96,9154.16
127747,2012-10-05,13,96,9884.46
127748,2012-10-12,13,96,9325.61
127749,2012-10-19,13,96,10395.52
127750,2012-10-26,13,96,8675.36
127864,2012-04-06,13,97,28898.13
127865,2012-04-13,13,97,25442.34
127866,2012-04-20,13,97,27434.26
127867,2012-04-27,13,97,26451.89
127868,2012-05-04,13,97,26424.85
127869,2012-05-11,13,97,28834.42
127870,2012-05-18,13,97,30318.45
127871,2012-05-25,13,97,30914.0
127872,2012-06-01,13,97,28253.57
127873,2012-06-08,13,97,31107.59
127874,2012-06-15,13,97,31842.26
127875,2012-06-22,13,97,30514.18
127876,2012-06-29,13,97,30069.75
127877,2012-07-06,13,97,35028.48
127878,2012-07-13,13,97,30258.29
127879,2012-07-20,13,97,32691.7
127880,2012-07-27,13,97,29761.44
127881,2012-08-03,13,97,31027.0
127882,2012-08-10,13,97,30826.12
127883,2012-08-17,13,97,32214.98
127884,2012-08-24,13,97,29314.21
127885,2012-08-31,13,97,29972.98
127886,2012-09-07,13,97,31922.57
127887,2012-09-14,13,97,29950.26
127888,2012-09-21,13,97,31340.24
127889,2012-09-28,13,97,28536.69
127890,2012-10-05,13,97,31728.19
127891,2012-10-12,13,97,30137.65
127892,2012-10-19,13,97,29538.03
127893,2012-10-26,13,97,26894.79
128007,2012-04-06,13,98,15697.25
128008,2012-04-13,13,98,14800.59
128009,2012-04-20,13,98,12880.6
128010,2012-04-27,13,98,13614.46
128011,2012-05-04,13,98,12936.76
128012,2012-05-11,13,98,14889.28
128013,2012-05-18,13,98,15326.23
128014,2012-05-25,13,98,14150.59
128015,2012-06-01,13,98,14474.83
128016,2012-06-08,13,98,13553.11
128017,2012-06-15,13,98,14444.53
128018,2012-06-22,13,98,15093.38
128019,2012-06-29,13,98,13258.03
128020,2012-07-06,13,98,17359.54
128021,2012-07-13,13,98,13011.95
128022,2012-07-20,13,98,14964.14
128023,2012-07-27,13,98,13172.48
128024,2012-08-03,13,98,13786.12
128025,2012-08-10,13,98,13800.74
128026,2012-08-17,13,98,13679.55
128027,2012-08-24,13,98,14510.58
128028,2012-08-31,13,98,13229.98
128029,2012-09-07,13,98,12774.42
128030,2012-09-14,13,98,14290.84
128031,2012-09-21,13,98,15094.37
128032,2012-09-28,13,98,15828.34
128033,2012-10-05,13,98,15409.98
128034,2012-10-12,13,98,15246.41
128035,2012-10-19,13,98,16457.17
128036,2012-10-26,13,98,17703.39
128058,2012-04-06,13,99,120.0
128059,2012-04-13,13,99,60.0
128060,2012-04-20,13,99,1.88
128061,2012-05-04,13,99,920.0
128062,2012-05-11,13,99,30.0
128063,2012-06-08,13,99,45.0
128064,2012-06-15,13,99,404.88
128065,2012-06-22,13,99,115.0
128066,2012-07-06,13,99,0.06
128067,2012-07-13,13,99,0.06
128068,2012-07-20,13,99,0.08
128069,2012-07-27,13,99,29.94
128070,2012-08-03,13,99,90.02
128071,2012-08-10,13,99,169.8
128072,2012-08-17,13,99,0.08
128073,2012-08-24,13,99,90.06
128074,2012-08-31,13,99,30.04
128075,2012-09-07,13,99,10.1
128076,2012-09-14,13,99,0.17
128077,2012-09-21,13,99,59.83
128078,2012-10-05,13,99,1130.0
128079,2012-10-12,13,99,210.0
128193,2012-04-06,14,1,156677.0
128194,2012-04-13,14,1,76475.58
128195,2012-04-20,14,1,18877.13
128196,2012-04-27,14,1,17954.91
128197,2012-05-04,14,1,19005.63
128198,2012-05-11,14,1,20761.07
128199,2012-05-18,14,1,18372.8
128200,2012-05-25,14,1,19463.54
128201,2012-06-01,14,1,18029.87
128202,2012-06-08,14,1,21339.57
128203,2012-06-15,14,1,19564.43
128204,2012-06-22,14,1,16561.57
128205,2012-06-29,14,1,16782.46
128206,2012-07-06,14,1,19038.82
128207,2012-07-13,14,1,16494.44
128208,2012-07-20,14,1,17543.16
128209,2012-07-27,14,1,17236.55
128210,2012-08-03,14,1,18790.07
128211,2012-08-10,14,1,18922.36
128212,2012-08-17,14,1,17573.46
128213,2012-08-24,14,1,18235.88
128214,2012-08-31,14,1,16316.79
128215,2012-09-07,14,1,19047.73
128216,2012-09-14,14,1,19391.24
128217,2012-09-21,14,1,19906.51
128218,2012-09-28,14,1,20221.9
128219,2012-10-05,14,1,23547.4
128220,2012-10-12,14,1,28571.55
128221,2012-10-19,14,1,34056.51
128222,2012-10-26,14,1,48143.51
128336,2012-04-06,14,2,83532.04
128337,2012-04-13,14,2,74142.16
128338,2012-04-20,14,2,76266.11
128339,2012-04-27,14,2,73752.17
128340,2012-05-04,14,2,78049.84
128341,2012-05-11,14,2,77287.63
128342,2012-05-18,14,2,74947.95
128343,2012-05-25,14,2,80985.93
128344,2012-06-01,14,2,77087.5
128345,2012-06-08,14,2,83188.13
128346,2012-06-15,14,2,70955.41
128347,2012-06-22,14,2,65240.17
128348,2012-06-29,14,2,65112.47
128349,2012-07-06,14,2,71501.75
128350,2012-07-13,14,2,64657.4
128351,2012-07-20,14,2,65059.61
128352,2012-07-27,14,2,62854.1
128353,2012-08-03,14,2,69175.16
128354,2012-08-10,14,2,67396.75
128355,2012-08-17,14,2,70352.09
128356,2012-08-24,14,2,67798.21
128357,2012-08-31,14,2,65672.02
128358,2012-09-07,14,2,71752.94
128359,2012-09-14,14,2,61123.41
128360,2012-09-21,14,2,62281.51
128361,2012-09-28,14,2,57432.11
128362,2012-10-05,14,2,65345.41
128363,2012-10-12,14,2,59971.3
128364,2012-10-19,14,2,58922.88
128365,2012-10-26,14,2,61378.96
128479,2012-04-06,14,3,13092.25
128480,2012-04-13,14,3,11163.27
128481,2012-04-20,14,3,10161.42
128482,2012-04-27,14,3,10409.8
128483,2012-05-04,14,3,11545.41
128484,2012-05-11,14,3,11887.7
128485,2012-05-18,14,3,10666.89
128486,2012-05-25,14,3,11772.13
128487,2012-06-01,14,3,9873.18
128488,2012-06-08,14,3,10431.37
128489,2012-06-15,14,3,10486.91
128490,2012-06-22,14,3,8104.08
128491,2012-06-29,14,3,8606.2
128492,2012-07-06,14,3,10743.34
128493,2012-07-13,14,3,17037.83
128494,2012-07-20,14,3,25155.52
128495,2012-07-27,14,3,24355.26
128496,2012-08-03,14,3,31550.47
128497,2012-08-10,14,3,35150.15
128498,2012-08-17,14,3,41410.15
128499,2012-08-24,14,3,49861.31
128500,2012-08-31,14,3,50883.62
128501,2012-09-07,14,3,76520.08
128502,2012-09-14,14,3,31321.66
128503,2012-09-21,14,3,11560.09
128504,2012-09-28,14,3,9180.03
128505,2012-10-05,14,3,9733.9
128506,2012-10-12,14,3,8933.26
128507,2012-10-19,14,3,9296.73
128508,2012-10-26,14,3,8796.57
128622,2012-04-06,14,4,57643.77
128623,2012-04-13,14,4,49830.44
128624,2012-04-20,14,4,50998.9
128625,2012-04-27,14,4,50949.88
128626,2012-05-04,14,4,53067.52
128627,2012-05-11,14,4,51950.91
128628,2012-05-18,14,4,50634.92
128629,2012-05-25,14,4,56900.26
128630,2012-06-01,14,4,55707.65
128631,2012-06-08,14,4,57251.6
128632,2012-06-15,14,4,51424.27
128633,2012-06-22,14,4,42002.38
128634,2012-06-29,14,4,44975.94
128635,2012-07-06,14,4,51560.85
128636,2012-07-13,14,4,43421.44
128637,2012-07-20,14,4,44054.64
128638,2012-07-27,14,4,41107.66
128639,2012-08-03,14,4,46778.78
128640,2012-08-10,14,4,45085.29
128641,2012-08-17,14,4,44430.68
128642,2012-08-24,14,4,43915.09
128643,2012-08-31,14,4,43876.12
128644,2012-09-07,14,4,50647.77
128645,2012-09-14,14,4,42611.55
128646,2012-09-21,14,4,40506.2
128647,2012-09-28,14,4,38441.15
128648,2012-10-05,14,4,43745.72
128649,2012-10-12,14,4,40119.53
128650,2012-10-19,14,4,40276.57
128651,2012-10-26,14,4,43258.67
128765,2012-04-06,14,5,39338.15
128766,2012-04-13,14,5,31845.89
128767,2012-04-20,14,5,14675.5
128768,2012-04-27,14,5,17546.47
128769,2012-05-04,14,5,21541.99
128770,2012-05-11,14,5,20133.97
128771,2012-05-18,14,5,19284.05
128772,2012-05-25,14,5,16913.51
128773,2012-06-01,14,5,19148.4
128774,2012-06-08,14,5,23105.86
128775,2012-06-15,14,5,22570.53
128776,2012-06-22,14,5,23189.98
128777,2012-06-29,14,5,16282.89
128778,2012-07-06,14,5,19122.83
128779,2012-07-13,14,5,15714.73
128780,2012-07-20,14,5,15637.93
128781,2012-07-27,14,5,14384.62
128782,2012-08-03,14,5,14208.33
128783,2012-08-10,14,5,17076.76
128784,2012-08-17,14,5,15722.52
128785,2012-08-24,14,5,27145.49
128786,2012-08-31,14,5,21562.64
128787,2012-09-07,14,5,22785.37
128788,2012-09-14,14,5,18888.95
128789,2012-09-21,14,5,20727.92
128790,2012-09-28,14,5,25805.48
128791,2012-10-05,14,5,24913.66
128792,2012-10-12,14,5,25036.82
128793,2012-10-19,14,5,32704.6
128794,2012-10-26,14,5,33972.05
128908,2012-04-06,14,6,5158.46
128909,2012-04-13,14,6,5041.24
128910,2012-04-20,14,6,3758.31
128911,2012-04-27,14,6,3800.4
128912,2012-05-04,14,6,5019.0
128913,2012-05-11,14,6,4384.55
128914,2012-05-18,14,6,6068.99
128915,2012-05-25,14,6,4443.13
128916,2012-06-01,14,6,4029.82
128917,2012-06-08,14,6,4886.2
128918,2012-06-15,14,6,4966.1
128919,2012-06-22,14,6,5141.68
128920,2012-06-29,14,6,3140.4
128921,2012-07-06,14,6,5562.98
128922,2012-07-13,14,6,2199.9
128923,2012-07-20,14,6,2727.39
128924,2012-07-27,14,6,4185.58
128925,2012-08-03,14,6,3598.83
128926,2012-08-10,14,6,4925.91
128927,2012-08-17,14,6,4489.32
128928,2012-08-24,14,6,3158.54
128929,2012-08-31,14,6,2532.68
128930,2012-09-07,14,6,3410.36
128931,2012-09-14,14,6,3827.08
128932,2012-09-21,14,6,5343.4
128933,2012-09-28,14,6,2349.36
128934,2012-10-05,14,6,3184.51
128935,2012-10-12,14,6,3046.77
128936,2012-10-19,14,6,3283.16
128937,2012-10-26,14,6,4463.68
129051,2012-04-06,14,7,60783.28
129052,2012-04-13,14,7,50254.07
129053,2012-04-20,14,7,36426.6
129054,2012-04-27,14,7,32442.25
129055,2012-05-04,14,7,36330.54
129056,2012-05-11,14,7,41506.79
129057,2012-05-18,14,7,40723.43
129058,2012-05-25,14,7,48498.92
129059,2012-06-01,14,7,71623.74
129060,2012-06-08,14,7,52002.21
129061,2012-06-15,14,7,53792.59
129062,2012-06-22,14,7,51449.69
129063,2012-06-29,14,7,43900.84
129064,2012-07-06,14,7,40873.94
129065,2012-07-13,14,7,32600.27
129066,2012-07-20,14,7,28811.21
129067,2012-07-27,14,7,27293.49
129068,2012-08-03,14,7,29475.33
129069,2012-08-10,14,7,26865.25
129070,2012-08-17,14,7,26011.81
129071,2012-08-24,14,7,29468.19
129072,2012-08-31,14,7,28885.5
129073,2012-09-07,14,7,31128.7
129074,2012-09-14,14,7,28133.61
129075,2012-09-21,14,7,40808.43
129076,2012-09-28,14,7,39889.8
129077,2012-10-05,14,7,36039.57
129078,2012-10-12,14,7,39123.74
129079,2012-10-19,14,7,36223.7
129080,2012-10-26,14,7,47048.93
129194,2012-04-06,14,8,62112.68
129195,2012-04-13,14,8,49027.93
129196,2012-04-20,14,8,53681.9
129197,2012-04-27,14,8,51816.22
129198,2012-05-04,14,8,53972.82
129199,2012-05-11,14,8,55090.68
129200,2012-05-18,14,8,53391.64
129201,2012-05-25,14,8,58140.23
129202,2012-06-01,14,8,52805.13
129203,2012-06-08,14,8,58017.21
129204,2012-06-15,14,8,50249.68
129205,2012-06-22,14,8,40761.79
129206,2012-06-29,14,8,42797.33
129207,2012-07-06,14,8,45336.8
129208,2012-07-13,14,8,44085.92
129209,2012-07-20,14,8,42518.64
129210,2012-07-27,14,8,41415.82
129211,2012-08-03,14,8,47174.93
129212,2012-08-10,14,8,45480.01
129213,2012-08-17,14,8,44660.96
129214,2012-08-24,14,8,42040.5
129215,2012-08-31,14,8,43510.64
129216,2012-09-07,14,8,46178.54
129217,2012-09-14,14,8,43626.77
129218,2012-09-21,14,8,43886.25
129219,2012-09-28,14,8,42001.27
129220,2012-10-05,14,8,46769.95
129221,2012-10-12,14,8,45484.78
129222,2012-10-19,14,8,44711.18
129223,2012-10-26,14,8,48336.61
129337,2012-04-06,14,9,28460.29
129338,2012-04-13,14,9,26954.26
129339,2012-04-20,14,9,27118.84
129340,2012-04-27,14,9,21059.53
129341,2012-05-04,14,9,25910.59
129342,2012-05-11,14,9,26628.35
129343,2012-05-18,14,9,27961.11
129344,2012-05-25,14,9,34343.23
129345,2012-06-01,14,9,35028.5
129346,2012-06-08,14,9,30990.4
129347,2012-06-15,14,9,30995.28
129348,2012-06-22,14,9,27539.38
129349,2012-06-29,14,9,25781.79
129350,2012-07-06,14,9,38106.13
129351,2012-07-13,14,9,20711.91
129352,2012-07-20,14,9,21307.08
129353,2012-07-27,14,9,20308.71
129354,2012-08-03,14,9,19543.86
